StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,"Prolific ID ",Questionnaire D _1,Questionnaire D _2,Questionnaire D _3,Questionnaire D _4,Questionnaire D _5,Questionnaire D _6,Questionnaire D _7,Questionnaire D _8,Questionnaire D _9,Questionnaire D _10,Questionnaire D _11,Questionnaire D _12,Questionnaire D _13,Questionnaire D _14,Questionnaire D _15,Questionnaire D _16,Questionnaire D _17,PROLIFIC_PID,AttentionCheckStatus
2024-10-26 22:19:47,2024-10-26 22:21:38,IP Address,100,111,True,2024-10-26 22:21:39,R_8VsdVAHbwk38VGi,anonymous,EN-GB,I accept,671a15a654efaa0f07b02fb0,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,671a15a654efaa0f07b02fb0,
2024-10-26 22:19:22,2024-10-26 22:21:38,IP Address,100,136,True,2024-10-26 22:21:39,R_2Cd3H4YyuxMqUJX,anonymous,EN-GB,I accept,607573bb22b8b1744a5026e2,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,607573bb22b8b1744a5026e2,
2024-10-26 22:19:41,2024-10-26 22:21:39,IP Address,100,117,True,2024-10-26 22:21:39,R_2PZUzrB0HYGxEIs,anonymous,EN-GB,I accept,663dd4cf83faf4eacc0a7582,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,663dd4cf83faf4eacc0a7582,
2024-10-26 22:20:00,2024-10-26 22:21:39,IP Address,100,99,True,2024-10-26 22:21:40,R_61azXL4JQAiP7vd,anonymous,EN-GB,I accept,5e7bc6522b3c381f6e3c1b3f,Agree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,5e7bc6522b3c381f6e3c1b3f,
2024-10-26 22:19:50,2024-10-26 22:21:40,IP Address,100,110,True,2024-10-26 22:21:41,R_7K3YsoSvrwbAJ8H,anonymous,EN-GB,I accept,60fde5c925a095a132c3c014,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Agree,60fde5c925a095a132c3c014,
2024-10-26 22:19:44,2024-10-26 22:21:41,IP Address,100,117,True,2024-10-26 22:21:42,R_2HgXUJOpDguLMKz,anonymous,EN-GB,I accept,6484790663a68afa28daf684,Disagree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Agree,6484790663a68afa28daf684,
2024-10-26 22:19:10,2024-10-26 22:21:42,IP Address,100,152,True,2024-10-26 22:21:43,R_7Z0TtONNe5fp4Nr,anonymous,EN-GB,I accept,5c1d01bc2c45d40001473a3d,Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,5c1d01bc2c45d40001473a3d,
2024-10-26 22:19:48,2024-10-26 22:21:43,IP Address,100,114,True,2024-10-26 22:21:43,R_1KSEcokISRH4Ar7,anonymous,EN-GB,I accept,656160ea21fef6a13435476c,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,656160ea21fef6a13435476c,
2024-10-26 22:20:14,2024-10-26 22:21:43,IP Address,100,89,True,2024-10-26 22:21:43,R_21u1NQm3RDGDKwW,anonymous,EN-GB,I accept,5e8a5a892f6f027054a83d88,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,5e8a5a892f6f027054a83d88,
2024-10-26 22:19:17,2024-10-26 22:21:43,IP Address,100,146,True,2024-10-26 22:21:44,R_1brZKxj0IXZhTEt,anonymous,EN-GB,I accept,648b962b8fdb1fa686213ac1,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,648b962b8fdb1fa686213ac1,
2024-10-26 22:20:17,2024-10-26 22:21:43,IP Address,100,85,True,2024-10-26 22:21:44,R_6vkKatdrVF28TpD,anonymous,EN-GB,I accept,66bbcf42264d898b6c387619,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,66bbcf42264d898b6c387619,
2024-10-26 22:19:21,2024-10-26 22:21:44,IP Address,100,142,True,2024-10-26 22:21:44,R_2dKUqHTibX9FvqC,anonymous,EN-GB,I accept,660f0bec13b0a3246eeef533,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Agree,660f0bec13b0a3246eeef533,
2024-10-26 22:19:37,2024-10-26 22:21:44,IP Address,100,127,True,2024-10-26 22:21:45,R_2kvTBFY1JZXHyQf,anonymous,EN-GB,I accept,5e638770b45c641082fd309f,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,5e638770b45c641082fd309f,
2024-10-26 22:19:58,2024-10-26 22:21:48,IP Address,100,110,True,2024-10-26 22:21:49,R_1PNfhzaPplGwTAZ,anonymous,EN-GB,I accept,5f56a9690ef0ef109cd5ee51,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,5f56a9690ef0ef109cd5ee51,
2024-10-26 22:20:08,2024-10-26 22:21:49,IP Address,100,101,True,2024-10-26 22:21:50,R_2bVj2ht0f8sbRIs,anonymous,EN-GB,I accept,65f906167fc6f6212c9c65f7,Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,65f906167fc6f6212c9c65f7,
2024-10-26 22:19:44,2024-10-26 22:21:49,IP Address,100,125,True,2024-10-26 22:21:50,R_838m5Jxhqjs53v2,anonymous,EN-GB,I accept,64f1dbf275e44ffd381b8985,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,64f1dbf275e44ffd381b8985,
2024-10-26 22:19:55,2024-10-26 22:21:55,IP Address,100,120,True,2024-10-26 22:21:56,R_83suz7ezXnhhpOK,anonymous,EN-GB,I accept,611e3173f3bb6943b696479f,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,611e3173f3bb6943b696479f,
2024-10-26 22:20:14,2024-10-26 22:21:56,IP Address,100,101,True,2024-10-26 22:21:56,R_7UKGtc8YokkwQNz,anonymous,EN-GB,I accept,66c351d620ec50c5c722f121,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,66c351d620ec50c5c722f121,
2024-10-26 22:19:36,2024-10-26 22:21:56,IP Address,100,139,True,2024-10-26 22:21:56,R_8RTVReDloADp1Zs,anonymous,EN-GB,I accept,66952f24ceb760fcc634e495,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,66952f24ceb760fcc634e495,
2024-10-26 22:19:42,2024-10-26 22:21:58,IP Address,100,135,True,2024-10-26 22:21:58,R_89tDHfTB8BEm6GT,anonymous,EN-GB,I accept,60a0a3dda042dc48351534ae,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,60a0a3dda042dc48351534ae,
2024-10-26 22:19:29,2024-10-26 22:21:58,IP Address,100,149,True,2024-10-26 22:21:59,R_8LqCp1KBrTjXzdD,anonymous,EN-GB,I accept,615a0de3f6c9090c532c3e89,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,615a0de3f6c9090c532c3e89,
2024-10-26 22:19:46,2024-10-26 22:22:01,IP Address,100,135,True,2024-10-26 22:22:02,R_20uxkRFFotyj2Lv,anonymous,EN-GB,I accept,5e5e7af6b546a8000bee3f29,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,5e5e7af6b546a8000bee3f29,
2024-10-26 22:20:46,2024-10-26 22:22:02,IP Address,100,75,True,2024-10-26 22:22:02,R_8r1eOqPZGniMeXH,anonymous,EN-GB,I accept,5edbd2c61d9e420b6b420343,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Agree,5edbd2c61d9e420b6b420343,
2024-10-26 22:20:07,2024-10-26 22:22:05,IP Address,100,117,True,2024-10-26 22:22:06,R_2OesiRHLyoEF9GD,anonymous,EN-GB,I accept,66923330717d236b2078a08c,Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Agree,66923330717d236b2078a08c,
2024-10-26 22:20:34,2024-10-26 22:22:07,IP Address,100,92,True,2024-10-26 22:22:07,R_82w2ObBgmJQsF6V,anonymous,EN-GB,I accept,659842ef772d15250999d308,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,659842ef772d15250999d308,
2024-10-26 22:20:24,2024-10-26 22:22:07,IP Address,100,102,True,2024-10-26 22:22:08,R_21jCCEH4EEBcchL,anonymous,EN-GB,I accept,667c0c4ae0d36fe18857cff6,Neutral,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Disagree,Agree,667c0c4ae0d36fe18857cff6,
2024-10-26 22:19:36,2024-10-26 22:22:09,IP Address,100,153,True,2024-10-26 22:22:10,R_8f3iS9LSe6hUVMQ,anonymous,EN-GB,I accept,6650a90911a874be14a68037,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,6650a90911a874be14a68037,
2024-10-26 22:20:09,2024-10-26 22:22:13,IP Address,100,124,True,2024-10-26 22:22:14,R_2GVsaUCSRrg2e0j,anonymous,EN-GB,I accept,5f5809a4352ec4366bb451ef,Disagree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,5f5809a4352ec4366bb451ef,
2024-10-26 22:19:49,2024-10-26 22:22:14,IP Address,100,144,True,2024-10-26 22:22:14,R_2owdYEHK5tnpviA,anonymous,EN-GB,I accept,66bd01b3252138f64c4eb433,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,66bd01b3252138f64c4eb433,
2024-10-26 22:20:09,2024-10-26 22:22:14,IP Address,100,124,True,2024-10-26 22:22:15,R_8YXrcp1FesC6eDT,anonymous,EN-GB,I accept,62e023ed4b0fdb8c95a9e47f,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Disagree,Agree,62e023ed4b0fdb8c95a9e47f,
2024-10-26 22:20:06,2024-10-26 22:22:17,IP Address,100,131,True,2024-10-26 22:22:18,R_8FVfHwF51S2QelI,anonymous,EN-GB,I accept,60cefa69352cbf2549f2bf35,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,60cefa69352cbf2549f2bf35,
2024-10-26 22:20:10,2024-10-26 22:22:19,IP Address,100,129,True,2024-10-26 22:22:19,R_2NrR7huqJJGrxf3,anonymous,EN-GB,I accept,61333ed3b980f519ee86c45c,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,61333ed3b980f519ee86c45c,
2024-10-26 22:20:00,2024-10-26 22:22:20,IP Address,100,140,True,2024-10-26 22:22:20,R_8fk74Tazez0sGMr,anonymous,EN-GB,I accept,614831813dc412ccc8e2f563,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,614831813dc412ccc8e2f563,
2024-10-26 22:19:57,2024-10-26 22:22:20,IP Address,100,143,True,2024-10-26 22:22:21,R_8jE3SBGH41LcrQm,anonymous,EN-GB,I accept,61335a647caf04024dc2c98d,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,61335a647caf04024dc2c98d,
2024-10-26 22:20:21,2024-10-26 22:22:21,IP Address,100,120,True,2024-10-26 22:22:22,R_6D8CLzD4nJIfl2B,anonymous,EN-GB,I accept,5c01bf7d4c14cf00019ce2a4,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,5c01bf7d4c14cf00019ce2a4,
2024-10-26 22:20:30,2024-10-26 22:22:23,IP Address,100,113,True,2024-10-26 22:22:24,R_2B6LCqJatpE2Ce5,anonymous,EN-GB,I accept,615db68d9d021708b6e64603,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,615db68d9d021708b6e64603,
2024-10-26 22:19:54,2024-10-26 22:22:24,IP Address,100,150,True,2024-10-26 22:22:24,R_2lsWTFF3q1y7qCJ,anonymous,EN-GB,I accept,66c861e1c8ac02ef06206514,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,66c861e1c8ac02ef06206514,
2024-10-26 22:19:46,2024-10-26 22:22:33,IP Address,100,166,True,2024-10-26 22:22:33,R_2n1UVZ9pUxZvuQt,anonymous,EN-GB,I accept,6692943564357454e166f395,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,6692943564357454e166f395,
2024-10-26 22:19:51,2024-10-26 22:22:41,IP Address,100,169,True,2024-10-26 22:22:42,R_2lFAzU1CQbgEIQV,anonymous,EN-GB,I accept,66ca30e5e63861f3060ca407,Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,66ca30e5e63861f3060ca407,
2024-10-26 22:20:21,2024-10-26 22:22:43,IP Address,100,141,True,2024-10-26 22:22:44,R_2pS721emnYoTKAe,anonymous,EN-GB,I accept,5aa19e1b6475f90001a038bf,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Agree,5aa19e1b6475f90001a038bf,
2024-10-26 22:20:13,2024-10-26 22:22:43,IP Address,100,150,True,2024-10-26 22:22:44,R_8coKdI7yHuSVpuJ,anonymous,EN-GB,I accept,66b8bfa65a301eacdfb5be9d,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,66b8bfa65a301eacdfb5be9d,
2024-10-26 22:19:53,2024-10-26 22:22:52,IP Address,100,179,True,2024-10-26 22:22:53,R_21h4O72OZ2SBmF8,anonymous,EN-GB,I accept,66d2299baea45bab1f941d4c,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,66d2299baea45bab1f941d4c,
2024-10-26 22:20:33,2024-10-26 22:22:59,IP Address,100,146,True,2024-10-26 22:23:00,R_28Pa3T6dHecHtHH,anonymous,EN-GB,I accept,5ebb830268bb65000a8ccecf,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,5ebb830268bb65000a8ccecf,
2024-10-26 22:19:58,2024-10-26 22:23:03,IP Address,100,185,True,2024-10-26 22:23:04,R_8Gw8kxxBiV1RQxS,anonymous,EN-GB,I accept,5f8893a5e2f88a04b1833278,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,5f8893a5e2f88a04b1833278,
2024-10-26 22:19:34,2024-10-26 22:23:08,IP Address,100,213,True,2024-10-26 22:23:09,R_2vjO9C8IjSMvziy,anonymous,EN-GB,I accept,669974f158967b74e24aecda,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,669974f158967b74e24aecda,
2024-10-26 22:20:34,2024-10-26 22:23:09,IP Address,100,154,True,2024-10-26 22:23:09,R_8HnRdD6B6FdhsGB,anonymous,EN-GB,I accept,60a90a8cd3bb28b16b59d10f,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,60a90a8cd3bb28b16b59d10f,
2024-10-26 22:20:31,2024-10-26 22:23:13,IP Address,100,161,True,2024-10-26 22:23:13,R_5fd5zVFW8WoZSn6,anonymous,EN-GB,I accept,5f63c23441886d11737a8c4f,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,5f63c23441886d11737a8c4f,
2024-10-26 22:19:55,2024-10-26 22:23:18,IP Address,100,203,True,2024-10-26 22:23:19,R_31osOsJM0bVmJgn,anonymous,EN-GB,I accept,65b571deec1559505fc20ac3,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Agree,65b571deec1559505fc20ac3,
2024-10-26 22:20:21,2024-10-26 22:23:21,IP Address,100,179,True,2024-10-26 22:23:21,R_6OGZTFVkg6wsC41,anonymous,EN-GB,I accept,66cfa8fefbb66240415be61d,Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Disagree,Agree,66cfa8fefbb66240415be61d,
2024-10-26 22:20:04,2024-10-26 22:23:21,IP Address,100,196,True,2024-10-26 22:23:22,R_4uGUvQM1QMyyqHL,anonymous,EN-GB,I accept,668796f32bb0599e8ff9bfef,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Agree,668796f32bb0599e8ff9bfef,
2024-10-26 22:20:26,2024-10-26 22:23:33,IP Address,100,187,True,2024-10-26 22:23:34,R_22QeO2VrDuWEkXn,anonymous,EN-GB,I accept,6679a88fa8782aa09e7cf37c,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,6679a88fa8782aa09e7cf37c,
2024-10-26 22:19:44,2024-10-26 22:23:36,IP Address,100,232,True,2024-10-26 22:23:36,R_2yz0k6vDpiUx3iN,anonymous,EN-GB,I accept,65fb0b185f0a504431d66cf1,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,65fb0b185f0a504431d66cf1,
2024-10-26 22:20:25,2024-10-26 22:23:39,IP Address,100,193,True,2024-10-26 22:23:39,R_2mKINg5RyEKFqU1,anonymous,EN-GB,I accept,65f29af4187cf293ea407c16,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,65f29af4187cf293ea407c16,
2024-10-26 22:20:35,2024-10-26 22:23:41,IP Address,100,185,True,2024-10-26 22:23:41,R_77277KgG1VWphm1,anonymous,EN-GB,I accept,666b41c237449e08d8cbdd0e,Agree,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Strongly Agree,666b41c237449e08d8cbdd0e,
2024-10-26 22:19:39,2024-10-26 22:23:44,IP Address,100,244,True,2024-10-26 22:23:44,R_3g29HhCSY7zQGx7,anonymous,EN-GB,I accept,60dc9eef1d2e18498fddb772,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,60dc9eef1d2e18498fddb772,
2024-10-26 22:20:06,2024-10-26 22:23:53,IP Address,100,227,True,2024-10-26 22:23:54,R_2rUe2cT4Sd0AxbJ,anonymous,EN-GB,I accept,650e9137822cdb65f6bfa66b,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,650e9137822cdb65f6bfa66b,
2024-10-26 22:19:40,2024-10-26 22:23:59,IP Address,100,259,True,2024-10-26 22:23:59,R_8Mx7eOqfleLokFz,anonymous,EN-GB,I accept,60ef2e52a188d9859f92bb58,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Strongly Agree,60ef2e52a188d9859f92bb58,
2024-10-26 22:19:33,2024-10-26 22:24:05,IP Address,100,271,True,2024-10-26 22:24:05,R_2FgKWIGJzFfySe8,anonymous,EN-GB,I accept,5e714522bac83d05b8a3e63b,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Agree,5e714522bac83d05b8a3e63b,
2024-10-26 22:19:52,2024-10-26 22:24:06,IP Address,100,253,True,2024-10-26 22:24:06,R_2QKupNAUmoMDWAX,anonymous,EN-GB,I accept,58e8e462a415a4000150c4da,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,58e8e462a415a4000150c4da,
2024-10-26 22:19:30,2024-10-26 22:24:11,IP Address,100,280,True,2024-10-26 22:24:11,R_1fkjvD4uaFXGbiS,anonymous,EN-GB,I accept,667048ac6c917fc783d851e4,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,667048ac6c917fc783d851e4,
2024-10-26 22:21:03,2024-10-26 22:24:16,IP Address,100,192,True,2024-10-26 22:24:17,R_2wzVFmw58GxJT6Z,anonymous,EN-GB,I accept,611e2078cadc8161a119af67,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,611e2078cadc8161a119af67,
2024-10-26 22:20:08,2024-10-26 22:24:17,IP Address,100,249,True,2024-10-26 22:24:18,R_25Scaly2esiAiIX,anonymous,EN-GB,I accept,66aa5903dc4380d01d92c718,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Agree,66aa5903dc4380d01d92c718,
2024-10-26 22:19:51,2024-10-26 22:24:25,IP Address,100,273,True,2024-10-26 22:24:25,R_81d0jUP21QiSQFs,anonymous,EN-GB,I accept,666b1d045dcd0f2d39e33231,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,666b1d045dcd0f2d39e33231,
